Gmt time,Open,High,Low,Close,Volume,Open_Bid,High_Bid,Low_Bid,Close_Bid,Volume_Bid,Spread,day_name,weekday,Pct_Range_Close,Pct_Range_Close_diff,MA_Close_5,MA_Close_25,MA_Close_50,MA_Close_200,EMA_Close_5,Momentum_1,Momentum_2,Momentum_5,Momentum_24,rsi,Rolling_Mean25,Bollinger_High,Bollinger_Low,PP,R1,S1,R2,S2,R3,S3,SO%k,SO%k1,SO%d2,Trix_5,MACD_5_25,MACDsign_5_25,MACDdiff_5_25,Mass_Index_25_8_9,Class
2004-01-13,1.27368,1.27957,1.27119,1.27836,1114473.875,1.27352,1.27947,1.27114,1.27826,1347248.25,9.9999999999989e-05,Tuesday,1,0.003501059737812895,0.011961718065762628,1.2790960000000002,0.0,0.0,0.0,1.2778576360741989,0.004459999999999909,-0.006410000000000028,0.01458999999999988,0.0,0.0,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.2763733333333336,1.2815566666666671,1.273176666666667,1.2847533333333334,1.2679933333333335,1.2899366666666672,1.264796666666667,0.8556085918854239,0.8556085918854239,0.6564690504006963,0.0009118407545449113,0.0,0.0,0.0,24.73080332937891,-2.0
2004-01-14,1.2785,1.2787,1.26296,1.26514,1122804.625,1.27834,1.2785,1.26276,1.26504,1338836.25,9.9999999999989e-05,Wednesday,2,-0.010341374886573385,-0.01384243462438628,1.2767320000000002,0.0,0.0,0.0,1.2693791960710523,-0.01322000000000001,-0.008760000000000101,-0.011820000000000164,0.0,0.0,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.2689333333333332,1.2749066666666664,1.2591666666666663,1.2846733333333331,1.2531933333333334,1.2906466666666665,1.243426666666667,0.13850063532400686,0.13850063532400686,0.3111561239157109,0.0003416419175129974,0.0,0.0,0.0,24.73080332937891,-2.0
2004-01-15,1.2651700000000001,1.2670700000000001,1.25614,1.25947,1129349.25,1.26501,1.26693,1.2556200000000002,1.25937,1359077.625,9.9999999999989e-05,Thursday,3,-0.0044817174383861005,0.005859657448187283,1.2723280000000003,0.0,0.0,0.0,1.2627730612134815,-0.005669999999999842,-0.01888999999999985,-0.022019999999999932,0.0,0.0,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.2608933333333334,1.2656466666666668,1.254716666666667,1.271823333333333,1.2499633333333335,1.2765766666666667,1.243786666666667,0.30466605672461944,0.30466605672461944,0.3068294097411579,-0.00033944740645447613,0.0,0.0,0.0,24.73080332937891,-2.0
2004-01-16,1.25963,1.26091,1.23504,1.2396200000000002,1071329.25,1.25947,1.26071,1.23494,1.23936,1277853.75,0.000260000000000149,Friday,4,-0.01576059771173588,-0.011278880273349778,1.2632980000000005,0.0,0.0,0.0,1.247337683844007,-0.019849999999999927,-0.02551999999999976,-0.0451499999999998,0.0,0.0,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.24519,1.25534,1.22947,1.27106,1.2193200000000002,1.2812100000000002,1.2036,0.17703904136065868,0.17703904136065868,0.22030247939686012,-0.0014553236507785954,0.0,0.0,0.0,24.73080332937891,-1.0
2004-01-18,1.23838,1.2401799999999998,1.23586,1.23832,75484.2969,1.23768,1.2400200000000001,1.23569,1.23822,93569.5,9.9999999999989e-05,Sunday,6,-0.0010487084751779065,0.014711889236557972,1.2561820000000004,0.0,0.0,0.0,1.241325894195697,-0.0013000000000000787,-0.02115,-0.035579999999999945,0.0,0.0,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.23812,1.2403800000000005,1.2360600000000004,1.24244,1.2338000000000002,1.2447,1.2317400000000005,0.5694444444444902,0.5694444444444902,0.4530638056501505,-0.002367804610918889,0.0,0.0,0.0,24.73080332937891,-1.0
2004-01-19,1.23833,1.2423,1.23337,1.2350299999999999,1127427.75,1.23817,1.2422600000000001,1.2332299999999998,1.2349299999999999,1338577.25,9.9999999999989e-05,Monday,0,-0.0026568253763165073,-0.001608116901138601,1.2475160000000003,0.0,0.0,0.0,1.2371286313010608,-0.0032900000000000147,-0.004590000000000094,-0.04332999999999987,0.0,0.3892427298896177,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.2369,1.24043,1.2315000000000005,1.24583,1.2279700000000002,1.24936,1.2225700000000004,0.1858902575587925,0.1858902575587925,0.2749481027848486,-0.002994391309388762,0.0,0.0,0.0,24.73080332937891,2.0
2004-01-20,1.23506,1.25997,1.2342600000000001,1.2582200000000001,1129797.25,1.2349,1.25977,1.23411,1.2581200000000001,1348920.75,9.9999999999989e-05,Tuesday,1,0.01877687181687926,0.02143369719319577,1.2461320000000002,0.0,0.0,0.0,1.251189543875901,0.023189999999999825,0.01989999999999981,-0.006920000000000036,0.0,0.5168669962968327,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.2508166666666665,1.267373333333333,1.241663333333333,1.2765266666666664,1.2251066666666663,1.2930833333333331,1.2159533333333328,0.9319330999610996,0.9319330999610996,0.7129381042939354,-0.0025764425077529998,0.0,0.0,0.0,24.73080332937891,2.0
2004-01-21,1.2580799999999999,1.2671,1.25504,1.26539,1128241.25,1.2579200000000001,1.26695,1.25488,1.26529,1352647.625,9.9999999999989e-05,Wednesday,2,0.0056985264898030685,-0.01307834532707619,1.247316,0.0,0.0,0.0,1.2606565146497362,0.007170000000000121,0.030359999999999943,0.005919999999999925,0.0,0.5482953928326963,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.26251,1.2699799999999999,1.25792,1.27457,1.25045,1.28204,1.2458600000000002,0.8582089552238902,0.8582089552238902,0.8097853384972182,-0.0016577158728997231,0.0,0.0,0.0,24.73080332937891,2.0
2004-01-22,1.26557,1.27485,1.26366,1.27194,1131004.75,1.2654100000000001,1.27475,1.26349,1.2718399999999999,1350262.75,0.00010000000000021103,Thursday,3,0.005176269766633324,-0.000522256723169745,1.25378,0.0,0.0,0.0,1.2681788382230508,0.006550000000000057,0.013720000000000176,0.032319999999999904,0.0,0.5754645582733716,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.27015,1.2766400000000002,1.2654500000000002,1.28134,1.25896,1.2878300000000005,1.2542600000000002,0.7399463806970545,0.7399463806970545,0.7632260332570499,-0.0005759531747620965,0.0,0.0,0.0,24.73080332937891,-2.0
2004-01-23,1.27211,1.27742,1.25631,1.25797,1077997.625,1.27195,1.27732,1.25621,1.25781,1287883.375,0.00015999999999993797,Friday,4,-0.010983222479047816,-0.01615949224568114,1.25771,0.0,0.0,0.0,1.2613729460723984,-0.013970000000000038,-0.007419999999999981,0.019649999999999945,0.0,0.5056124770697648,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.2639000000000002,1.2714900000000005,1.2503800000000005,1.2850100000000002,1.2427900000000005,1.2926000000000004,1.2292700000000003,0.07863571766935093,0.07863571766935093,0.3068324894010249,-0.00011977698565809234,0.0,0.0,0.0,24.73080332937891,-1.0
2004-01-25,1.25809,1.25875,1.2562200000000001,1.2568,72543.0,1.25739,1.25857,1.25606,1.2567,84790.5,9.9999999999989e-05,Sunday,6,-0.0009300698744804103,0.010053152604567406,1.262064,0.0,0.0,0.0,1.2583243153571748,-0.0011700000000001154,-0.015140000000000153,0.021769999999999845,0.0,0.5001369759564163,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.2572566666666667,1.2582933333333337,1.2557633333333331,1.2597866666666668,1.2547266666666663,1.2608233333333336,1.2532333333333332,0.2292490118577044,0.2292490118577044,0.25511017103386663,3.659150014471347e-06,0.0,0.0,0.0,24.73080332937891,-2.0
2004-01-26,1.2567700000000002,1.2610700000000001,1.2456200000000002,1.24834,1124182.125,1.25661,1.26095,1.24542,1.24824,1361808.375,9.9999999999989e-05,Monday,0,-0.006731381285805194,-0.005801311411324783,1.260088,0.0,0.0,0.0,1.2516681051188463,-0.008459999999999912,-0.009630000000000027,-0.009879999999999887,0.0,0.4612411234212873,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.2516766666666663,1.257733333333333,1.2422833333333332,1.2671266666666663,1.2362266666666668,1.273183333333333,1.2268333333333334,0.17605177993526724,0.17605177993526724,0.20240457696645414,-0.0002526303231872594,0.0,0.0,0.0,24.73080332937891,2.0
2004-01-27,1.2485,1.2661799999999999,1.24403,1.26328,1086254.875,1.24834,1.2660799999999999,1.24391,1.26318,1316358.25,9.9999999999989e-05,Tuesday,1,0.01196789336238524,0.01869927464819044,1.259666,0.0,0.0,0.0,1.2594093683730307,0.014939999999999953,0.00648000000000004,-0.0021100000000000567,0.0,0.5306585012726677,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.25783,1.27163,1.24948,1.27998,1.23568,1.2937800000000002,1.2273299999999998,0.8690744920993179,0.8690744920993179,0.6468511870597509,-0.00010458980285817442,0.0,0.0,0.0,24.73080332937891,-2.0
2004-01-28,1.2635299999999998,1.26425,1.2413,1.24355,1135120.75,1.26337,1.26415,1.2411299999999998,1.24345,1344328.5,9.9999999999989e-05,Wednesday,2,-0.015618073586220029,-0.027585966948605267,1.253988,0.0,0.0,0.0,1.2488364561243062,-0.019730000000000025,-0.004790000000000072,-0.028390000000000137,0.0,0.4484768333665637,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.2497,1.2581,1.23515,1.2726500000000005,1.22675,1.28105,1.2122,0.09803921568626844,0.09803921568626844,0.28097653947613377,-0.00045311000382956536,-0.0055210549031055045,0.0,0.0,24.73080332937891,-1.0
2004-01-29,1.24365,1.25265,1.23617,1.2406,1107884.625,1.24349,1.25252,1.23607,1.2405,1334867.75,9.9999999999989e-05,Thursday,3,-0.002372240762333666,0.01324583282388636,1.250514,1.260862,0.0,0.0,1.2433454853747619,-0.0029500000000000077,-0.022680000000000037,-0.01737000000000011,-0.016729999999999908,0.43756538510569504,1.2608620000000001,1.2816928914235566,1.2400311085764433,1.24314,1.2501100000000005,1.2336300000000002,1.2596200000000004,1.22666,1.2665900000000003,1.2171500000000002,0.2688106796116457,0.2688106796116457,0.2728659662331321,-0.0009285732350015996,-0.008105001671926182,0.0,0.0,24.73080332937891,2.0
2004-01-30,1.24053,1.24911,1.23506,1.24747,1076576.375,1.24037,1.2489700000000001,1.23491,1.2473100000000001,1294345.125,0.00015999999999993797,Friday,4,0.005537643075931076,0.007909883838264742,1.2486479999999998,1.2604676,0.0,0.0,1.2460951617915883,0.006870000000000154,0.0039200000000001465,-0.009329999999999837,-0.010850000000000026,0.4699106608772439,1.2604676000000001,1.2816620706586408,1.2392731293413588,1.24388,1.2526999999999997,1.2386499999999998,1.2579299999999998,1.22983,1.2667499999999996,1.2246,0.8832740213523219,0.8832740213523219,0.6798046696460854,-0.0010821349691813422,-0.007765205538156739,0.0,0.0,24.73080332937891,0.0
2004-02-01,1.2475100000000001,1.24858,1.24662,1.2473100000000001,68361.1016,1.2474100000000001,1.24848,1.2464600000000001,1.24721,84245.3984,0.00010000000000021103,Sunday,6,-0.0001282595974251288,-0.005665902673356205,1.2484419999999998,1.2600272,0.0,0.0,1.2469050539305295,-0.00016000000000016001,0.006709999999999994,-0.0010300000000000864,-0.01587000000000005,0.4692338363831644,1.2600272,1.281580595260376,1.2384738047396238,1.2475033333333334,1.2483866666666668,1.2464266666666668,1.2494633333333334,1.2455433333333334,1.2503466666666667,1.2444666666666668,0.3520408163264647,0.3520408163264647,0.4612954340996429,-0.0010654027976197992,-0.007378874522581125,0.0,0.0,24.73080332937891,-2.0
2004-02-02,1.2472,1.248,1.2389700000000001,1.2428,1134724.5,1.24704,1.2479200000000001,1.23882,1.2427,1347688.5,9.9999999999989e-05,Monday,0,-0.0036157811610587616,-0.0034875215636336328,1.2443459999999995,1.259212,0.0,0.0,1.2441683513101764,-0.004510000000000014,-0.004670000000000174,-0.020480000000000054,-0.02550000000000008,0.44957732636061054,1.259212,1.2813452827716545,1.2370787172283455,1.243256666666667,1.2475433333333334,1.2385133333333334,1.2522866666666668,1.2342266666666666,1.2565733333333335,1.2294833333333333,0.4241417497231407,0.4241417497231407,0.4365263111819737,-0.0010964322019387592,-0.008052058592711075,0.0,0.0,24.73080332937891,2.0
2004-02-03,1.24288,1.25973,1.24139,1.25427,1130816.375,1.24272,1.25967,1.24124,1.25417,1353304.0,9.9999999999989e-05,Tuesday,1,0.009229159961377631,0.012844941122436393,1.2464899999999999,1.2586507999999998,0.0,0.0,1.250902783770059,0.011470000000000093,0.006960000000000077,0.010720000000000065,-0.017230000000000082,0.506229173770481,1.2586507999999998,1.2806437708600271,1.2366578291399728,1.251796666666667,1.2622033333333331,1.243863333333333,1.2701366666666667,1.2334566666666666,1.2805433333333334,1.2255233333333333,0.7022900763358771,0.7022900763358771,0.6137021546179119,-0.0007539626835954429,-0.005395189305399395,0.0,0.0,24.73080332937891,0.0
2004-02-04,1.2540799999999999,1.25609,1.24929,1.2536399999999999,1132415.375,1.2539200000000001,1.25593,1.24919,1.2535399999999999,1355069.75,9.9999999999989e-05,Wednesday,2,-0.0005022841971825676,-0.0097314441585602,1.2490979999999998,1.2579364,0.0,0.0,1.2527275945900198,-0.0006299999999999084,0.010840000000000185,0.013040000000000164,-0.010129999999999972,0.5031658651930411,1.2579364,1.2796013526366896,1.2362714473633103,1.2530066666666666,1.2567233333333332,1.2499233333333333,1.2598066666666663,1.246206666666667,1.2635233333333329,1.2431233333333334,0.6397058823529601,0.6397058823529601,0.6310379731079441,-0.0003797327236885654,-0.003778419447334036,0.0,0.0,24.73080332937891,1.0
2004-02-05,1.2534100000000001,1.2636399999999999,1.25177,1.25653,1120426.125,1.25325,1.26348,1.25157,1.25643,1354204.625,9.9999999999989e-05,Thursday,3,0.0023052870042437053,0.0028075712014262733,1.2509099999999995,1.2576468,0.0,0.0,1.2552625315300066,0.002889999999999837,0.0022599999999999287,0.009059999999999846,-0.02043000000000017,0.5175871650766846,1.2576468,1.2792377389501708,1.2360558610498291,1.2573133333333333,1.2628566666666663,1.2509866666666665,1.269183333333333,1.2454433333333332,1.2747266666666666,1.2391166666666664,0.4010109519797689,0.4010109519797689,0.4776866256891602,6.66508883979959e-06,-0.0019649034572888358,-0.005145857753754873,0.003180954296466037,24.73080332937891,2.0
2004-02-06,1.2567,1.27243,1.25118,1.27026,1072612.0,1.25654,1.27226,1.251,1.27,1287807.125,0.00025999999999992696,Friday,4,0.010926917781509449,0.008621630777265743,1.2554999999999996,1.2573788000000001,0.0,0.0,1.2652608438433357,0.01373000000000002,0.016619999999999857,0.022950000000000026,-0.011230000000000072,0.5799656931845125,1.2573788,1.2784962462767164,1.2362613537232838,1.2646233333333332,1.2780666666666665,1.2568166666666665,1.2858733333333332,1.2433733333333332,1.2993166666666665,1.2355666666666665,0.8978823529411761,0.8978823529411761,0.7578171105238377,0.0007028227068320477,0.0026309548790899306,-0.003349375454601305,0.005980330333691235,24.73080332937891,-2.0
2004-02-08,1.26288,1.26485,1.2598,1.26439,79036.5,1.2621799999999999,1.2646600000000001,1.25963,1.26429,98487.8984,9.9999999999989e-05,Sunday,6,-0.004621101191881971,-0.015548018973391418,1.2598179999999997,1.2566948,0.0,0.0,1.2646802812811118,-0.005870000000000042,0.007859999999999978,0.02159,-0.02038000000000006,0.5473778416499105,1.2566948,1.2765683226432056,1.2368212773567944,1.263013333333333,1.2662266666666666,1.2611766666666666,1.268063333333333,1.257963333333333,1.2712766666666666,1.2561266666666666,0.9089108910890836,0.9089108910890836,0.8585462975673349,0.0011095579688544695,0.003903565101474715,-0.001724295737418807,0.005627860838893522,24.73080332937891,2.0
2004-02-09,1.2646600000000001,1.27599,1.2645600000000001,1.26882,1139614.0,1.2645,1.27589,1.26441,1.26872,1365285.75,9.9999999999989e-05,Monday,0,0.0035036657993183784,0.00812476699120035,1.2627279999999996,1.2560568,0.0,0.0,1.2674400937603707,0.004430000000000156,-0.0014399999999998858,0.014550000000000063,-0.0050799999999999726,0.567145084016781,1.2560568,1.2743294772053249,1.237784122794675,1.2697899999999998,1.2750199999999996,1.2635899999999995,1.2812199999999998,1.2583599999999997,1.2864499999999996,1.2521599999999995,0.3727034120735025,0.3727034120735025,0.5346510405714467,0.0014141937356075517,0.005689659598971275,-0.00010216467268351606,0.005791824271654791,24.73080332937891,0.0
2004-02-10,1.26891,1.27863,1.26664,1.26799,1123454.375,1.26875,1.2784799999999998,1.26649,1.26789,1369272.5,9.9999999999989e-05,Tuesday,1,-0.0006541511010230705,-0.004157816900341449,1.2655979999999996,1.2558204,0.0,0.0,1.2678066979201237,-0.0008300000000001084,0.0036000000000000476,0.014349999999999863,-0.01036999999999999,0.5621911148074858,1.2558204,1.2736322433984246,1.2380085566015753,1.2710866666666665,1.275533333333333,1.263543333333333,1.2830766666666664,1.2590966666666663,1.287523333333333,1.251553333333333,0.11259382819015586,0.11259382819015586,0.2532795656505861,0.0015317793831140564,0.006422496521678589,0.0012990589181404678,0.005123437603538121,24.73080332937891,2.0
2004-02-11,1.26799,1.28444,1.26496,1.2826,1127306.75,1.26783,1.2843,1.26482,1.2825,1363432.75,9.9999999999989e-05,Wednesday,2,0.011522172887798776,0.012176323988821848,1.2708119999999998,1.25599,0.0,0.0,1.2776688993067078,0.014610000000000012,0.013779999999999905,0.02607000000000004,0.01746000000000003,0.6243863733222418,1.25599,1.2743420770282277,1.2376379229717722,1.2773333333333334,1.2897066666666668,1.2702266666666668,1.2968133333333334,1.2578533333333335,1.3091866666666667,1.2507466666666671,0.9055441478439391,0.9055441478439391,0.6881226204461547,0.0019368974664484,0.010379034738873694,0.003220697267777418,0.007158337471096276,24.73080332937891,-1.0
2004-02-12,1.28243,1.28445,1.2788700000000002,1.28158,1136766.875,1.28227,1.2843200000000001,1.27873,1.28148,1359120.25,9.9999999999989e-05,Thursday,3,-0.0007952596288788305,-0.012317432516677608,1.2730759999999997,1.2566476,0.0,0.0,1.2802762997689026,-0.0010200000000000207,0.013589999999999993,0.011319999999999995,0.02210999999999985,0.6177878507203185,1.2566476,1.2763790021359356,1.2369161978640644,1.2816333333333334,1.2843966666666666,1.2788166666666667,1.2872133333333329,1.2760533333333337,1.2899766666666663,1.2732366666666668,0.4856630824372416,0.4856630824372416,0.5531495951068792,0.002217970926228092,0.012270829524363869,0.005113991688301494,0.007156837836062375,24.73080332937891,-2.0
2004-02-13,1.28128,1.28918,1.27145,1.27315,1082109.25,1.28112,1.28898,1.27135,1.27305,1299378.125,9.9999999999989e-05,Friday,4,-0.006577818005898961,-0.00578255837702013,1.274828,1.2571947999999995,0.0,0.0,1.2755254332563009,-0.008429999999999938,-0.009449999999999958,0.008760000000000101,0.03352999999999984,0.5646745163029171,1.2571947999999995,1.2775272986720765,1.2368623013279227,1.2779266666666669,1.2844033333333331,1.266673333333333,1.295656666666667,1.2601966666666666,1.3021333333333334,1.2489433333333333,0.09588268471517386,0.09588268471517386,0.24830498817907565,0.0020581283750011627,0.010975507023776476,0.006329045666679767,0.004646461357096709,24.73080332937891,0.0
2004-02-15,1.2748700000000002,1.2756,1.27225,1.27262,76616.2031,1.27417,1.2755,1.2721,1.27252,92360.0,9.9999999999989e-05,Sunday,6,-0.0004162903035777044,0.006161527702321257,1.2755879999999995,1.2585148000000002,0.0,0.0,1.2735884777521005,-0.0005299999999999193,-0.008959999999999857,0.0038000000000000256,0.0343,0.5614065717884035,1.2585148000000002,1.2785815991281622,1.238448000871838,1.27349,1.27473,1.27138,1.27684,1.27014,1.27808,1.26803,0.1104477611940255,0.1104477611940255,0.1564001701890422,0.0017179330485292247,0.009755320459978734,0.0070341474769006155,0.002721172983078117,24.73080332937891,1.0
2004-02-16,1.27283,1.2789,1.2715,1.27599,1118184.75,1.27267,1.2787,1.27139,1.27589,1347337.375,9.9999999999989e-05,Monday,0,0.002648080338199854,0.0030643706417775585,1.2771879999999998,1.2600215999999995,0.0,0.0,1.2751894925840337,0.003369999999999873,0.0028399999999999537,0.008000000000000007,0.040959999999999885,0.578125131294198,1.2600215999999995,1.2797129847024526,1.2403302152975468,1.2754633333333334,1.2794266666666667,1.2720266666666669,1.2828633333333332,1.2680633333333335,1.2868266666666666,1.264626666666667,0.6067567567567531,0.6067567567567531,0.4566378945675162,0.0014479383690260243,0.00960127890168838,0.007559401429381509,0.0020418774723068725,24.609642088008197,2.0
2004-02-17,1.2761,1.28766,1.27549,1.28568,1131003.0,1.27594,1.28751,1.2753299999999999,1.28558,1369595.75,9.9999999999989e-05,Tuesday,1,0.007594103402064345,0.004946023063864491,1.2778039999999995,1.2620475999999998,0.0,0.0,1.282183164194678,0.009689999999999976,0.01305999999999985,0.003079999999999972,0.02746000000000004,0.6226643994276378,1.2620475999999996,1.2815744163111649,1.2425207836888343,1.2829433333333335,1.290396666666667,1.278226666666667,1.2951133333333336,1.2707733333333335,1.302566666666667,1.266056666666667,0.8373048479868455,0.8373048479868455,0.7104158635137358,0.0014979448753000752,0.011708649382228042,0.00840447450306987,0.003304174879158172,24.583033722321854,-2.0
