Model_Name,FRECUENCIA,LIMITE_IZQ,LIMITE_DER,PROFUNDIDAD,BALANCED,TEST_AT_SUFFLE,IDX_TEST_START,VAL_PCT,TEST_PCT,ACC_TEST,ACC_VAL,Duration,Exposure,Buy & Hold Return [%],_strategy,Pred_Equity_Final_$,Pred_Equity_Peak_$,Pred_Return_%,Pred_#_Trades,Pred_Win_Rate,Commission,Cash
XGBoost_4,4H,-0.0029,0.0029,6,True,True,5861,0.25,0.2,0.7147980369950925,0.8715429953150975,5297.0,80.66830281291297,0.6580567182219076,limits_Pred,951.2519981409054,1184.0448962025428,-4.874800185909463,136.0,44.852941176470594,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,5456,0.25,0.2,0.7383918459796149,0.8727520024180142,5297.0,92.37304134415709,6.649468914693732,limits_Pred,869.9676343631646,1245.007204894296,-13.003236563683537,88.0,48.86363636363637,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,4974,0.25,0.2,0.7578331445828614,0.8319480126945746,5297.0,98.8295261468756,1.4744011454665076,limits_Pred,1107.098133190758,1214.399985621952,10.709813319075806,105.0,59.04761904761904,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,1102,0.25,0.2,0.8303133257833144,0.8739610095209309,5297.0,99.45252029450631,19.707781175671087,limits_Pred,811.5466084339363,1014.7033081758163,-18.84533915660637,168.0,41.07142857142857,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,11224,0.25,0.2,0.7393355983389959,0.8868067099894212,5297.0,93.92108740796678,4.418965451999844,limits_Pred,944.4990337135376,1088.1453409406088,-5.550096628646247,338.0,47.041420118343204,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,13503,0.25,0.2,0.8053982634956587,0.8792504155961917,5297.0,98.37643949405323,14.2457886676876,limits_Pred,992.2631146954953,1070.029230546424,-0.7736885304504768,130.0,46.92307692307693,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,1848,0.25,0.2,0.8225745564363911,0.8881668429802025,5297.0,98.16877477817631,18.11296338585673,limits_Pred,1172.4480723655995,1196.2782543349856,17.24480723655997,144.0,55.55555555555557,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,13024,0.25,0.2,0.7214043035107588,0.8286232431615536,5297.0,99.52803473664338,14.302391205189064,limits_Pred,1045.0128019030126,1067.9260174908584,4.501280190301259,410.0,53.17073170731707,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,11848,0.25,0.2,0.75839939599849,0.8750188907359829,5297.0,96.41306399848972,9.680877603446756,limits_Pred,967.263785515083,1009.240057113042,-3.273621448491701,282.0,46.45390070921986,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,13406,0.25,0.2,0.7874669686674217,0.8596040501737948,5297.0,99.26373418916369,15.636715629033256,limits_Pred,1175.9975861036694,1216.5216575842815,17.599758610366916,204.0,51.470588235294116,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,13209,0.25,0.2,0.7391468478671197,0.8375396705455644,5297.0,98.60298282046442,15.402904029040293,limits_Pred,1165.1392190586646,1224.652628632537,16.513921905866436,392.0,51.02040816326532,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,1321,0.25,0.2,0.8076632691581729,0.859906301949524,5297.0,99.45252029450631,15.504298954687526,limits_Pred,1158.1610949894982,1192.3566168384684,15.816109498949823,176.0,50.56818181818182,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,6217,0.25,0.2,0.7142317855794641,0.8732053800816079,5297.0,97.79120256749106,6.442360194355923,limits_Pred,877.2884326699742,1001.2749340136393,-12.271156733002556,106.0,51.88679245283018,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,2131,0.25,0.2,0.8352208380520951,0.863231071482545,5297.0,85.35019822541061,19.69828881372648,limits_Pred,987.5384859333967,1148.8986337369224,-1.2461514066603283,97.0,54.63917525773197,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,3376,0.25,0.2,0.7980369950924877,0.8715429953150975,5297.0,99.60354917878044,13.040783438700874,limits_Pred,1031.2164812047613,1099.405682635969,3.121648120476129,91.0,47.25274725274725,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,4916,0.25,0.2,0.762551906379766,0.8112437660571256,5297.0,93.73230130262415,3.3361946964248395,limits_Pred,922.7108738247008,1045.43803900134,-7.728912617529921,99.0,39.39393939393939,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,10203,0.25,0.2,0.7089467723669309,0.8339126492368143,5297.0,99.18821974702664,0.8022053134834941,limits_Pred,727.7788791258458,1032.277385391893,-27.222112087415407,340.0,47.647058823529406,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,11006,0.25,0.2,0.7370705926764817,0.8482696085839504,5297.0,85.97319237304134,3.461508172309375,limits_Pred,1065.4623395908866,1231.8328386550468,6.5462339590886565,307.0,47.557003257328994,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,5982,0.25,0.2,0.7025292563231408,0.8482696085839504,5297.0,96.48857844062677,5.507254721326572,limits_Pred,948.7763547610672,1150.9857942976394,-5.122364523893305,120.0,50.83333333333333,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,6262,0.25,0.2,0.7093242733106833,0.8881668429802025,5297.0,98.56522559939587,6.423661964155562,limits_Pred,1235.1810095810438,1349.1266496429987,23.518100958104377,104.0,50.96153846153846,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,9008,0.25,0.2,0.6995092487731219,0.8505364969019193,5297.0,99.52803473664338,10.19852301125994,limits_Pred,900.0593283006308,1106.8060940487076,-9.994067169936931,353.0,46.1756373937677,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,8464,0.25,0.2,0.6577953944884862,0.8417711954057729,5297.0,99.67906362091749,7.7565447917817245,limits_Pred,1261.4712356163307,1361.7639462264615,26.14712356163305,414.0,52.65700483091789,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,11390,0.25,0.2,0.7112117780294449,0.8880157170923381,5297.0,96.16764206154429,3.897710404390264,limits_Pred,976.3396919325199,1043.8562503851401,-2.3660308067480056,449.0,44.76614699331849,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,531,0.25,0.2,0.7780294450736127,0.8807616744748376,5297.0,99.01831225221822,15.21241966446875,limits_Pred,909.8380103545568,1113.6317576389504,-9.016198964544332,254.0,46.06299212598425,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,10910,0.25,0.2,0.7085692714231786,0.7896327640924891,5297.0,91.14593165942983,0.13133277082799666,limits_Pred,958.3045235586833,1164.5974902960127,-4.169547644131671,430.0,46.27906976744186,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,6013,0.25,0.2,0.710079275198188,0.8674625963427535,5297.0,97.33811591466869,5.955260408467038,limits_Pred,1095.8040428715208,1108.780508391222,9.580404287152078,125.0,56.00000000000001,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,5903,0.25,0.2,0.715364288410721,0.8579416654072842,5297.0,93.7511799131584,2.1087664118787197,limits_Pred,720.4935897472675,1031.9485299995206,-27.950641025273253,106.0,49.0566037735849,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,3470,0.25,0.2,0.8070970177425444,0.8762278978388998,5297.0,99.50915612610912,20.24912168636221,limits_Pred,1200.6696559289487,1309.8294752766776,20.066965592894874,53.0,56.60377358490565,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,9827,0.25,0.2,0.7466968667421668,0.8287743690494181,5297.0,98.62186143099869,6.0877132911031175,limits_Pred,1146.178704185366,1241.7121577337095,14.617870418536608,207.0,47.82608695652174,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,12254,0.25,0.2,0.7429218573046432,0.8236360888620221,5297.0,99.86784972626015,13.654908774978287,limits_Pred,878.8822558023887,1041.0161235476487,-12.111774419761126,388.0,46.39175257731959,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,9411,0.25,0.2,0.7138542846357115,0.8461538461538461,5297.0,98.75401170473852,9.057193050946713,limits_Pred,1004.2821000445424,1236.2366456843883,0.4282100044542176,327.0,49.54128440366973,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,7657,0.25,0.2,0.6896942242355606,0.8478162309203566,5297.0,98.16877477817631,11.751546882436926,limits_Pred,959.1247459550498,1161.8105375568352,-4.087525404495023,139.0,54.67625899280576,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,7521,0.25,0.2,0.7051717629294073,0.8324013903581684,5297.0,99.52803473664338,8.658617829805168,limits_Pred,1129.5175204019674,1348.0732929256653,12.951752040196743,78.0,55.12820512820514,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,7883,0.25,0.2,0.6821442053605135,0.8123016472721777,5297.0,99.58467056824621,5.4763406940063035,limits_Pred,1214.2910420149085,1405.501129447205,21.42910420149083,249.0,57.0281124497992,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,12308,0.25,0.2,0.7480181200453001,0.8441892096116065,5297.0,99.83009250519163,12.890819642217984,limits_Pred,1053.8055597489526,1074.936639991672,5.380555974895264,352.0,49.71590909090909,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,2066,0.25,0.2,0.840317100792752,0.8735076318573372,5297.0,85.0858976779309,22.217004372728944,limits_Pred,996.4818942853752,1132.0579126929968,-0.351810571462488,85.0,54.11764705882353,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,4304,0.25,0.2,0.7936957342393356,0.869880610548587,5297.0,99.9433641683972,14.818710989550455,limits_Pred,1199.1355862777264,1284.4039924550045,19.91355862777264,64.0,50.0,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,5444,0.25,0.2,0.7372593431483578,0.8928517455040048,5297.0,96.52633566169528,6.05456492044153,limits_Pred,708.740294477714,1054.0997823007726,-29.12597055222861,100.0,49.0,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,1655,0.25,0.2,0.8031332578331446,0.8667069669034305,5297.0,98.20653199924485,20.703662902781595,limits_Pred,980.4485755615243,1067.1983335542984,-1.9551424438475469,221.0,48.868778280542976,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,1249,0.25,0.2,0.8325783314458286,0.8713918694272329,5297.0,96.60185010383236,17.869020106774446,limits_Pred,1058.3202377294826,1084.3069451792455,5.832023772948265,96.0,53.125,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,11840,0.25,0.2,0.7455643639109097,0.8695783587728578,5297.0,93.92108740796678,9.722945068908883,limits_Pred,862.2377994435077,1002.406912682624,-13.776220055649205,375.0,45.86666666666667,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,7991,0.25,0.2,0.6727066817667045,0.8224270817591053,5297.0,98.30092505191618,2.294333784567783,limits_Pred,1465.4660212112408,1570.453291484931,46.546602121124074,332.0,50.602409638554214,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,8328,0.25,0.2,0.6776141940354851,0.8550702735378571,5297.0,99.9433641683972,1.9970193740685576,limits_Pred,934.7544627099893,1154.9948713746335,-6.52455372900106,372.0,47.8494623655914,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,10151,0.25,0.2,0.7151755379388448,0.8118482696085839,5297.0,98.45195393619028,3.27212044579056,limits_Pred,1254.6440272186828,1292.2431052720144,25.46440272186829,335.0,51.04477611940299,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,5593,0.25,0.2,0.7229143072857682,0.8902826054103068,5297.0,88.50292618463281,0.6257887701532983,limits_Pred,898.3823214590786,1142.8182706182586,-10.161767854092137,116.0,51.72413793103448,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,9893,0.25,0.2,0.7112117780294449,0.8246939700770742,5297.0,99.2448555786294,5.469303661058056,limits_Pred,1238.771498573001,1273.6504771986654,23.87714985730011,300.0,54.33333333333334,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,1206,0.25,0.2,0.8338995847489619,0.8644400785854617,5297.0,98.35756088351894,19.47193110731984,limits_Pred,1148.5148798222892,1168.8851817820876,14.851487982228925,148.0,53.37837837837838,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,2023,0.25,0.2,0.8374858437146093,0.8786459120447333,5297.0,99.69794223145176,21.7659723883534,limits_Pred,989.5381638769317,1062.7358657371128,-1.0461836123068338,108.0,47.22222222222222,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,6417,0.25,0.2,0.7123442808607021,0.8827263110170772,5297.0,96.39418538795543,2.0182006521089337,limits_Pred,1117.288161989626,1219.3991761906148,11.728816198962615,120.0,50.0,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,7359,0.25,0.2,0.6957342393355983,0.7779960707269156,5297.0,99.58467056824621,10.634443757179467,limits_Pred,1238.0914084809715,1306.6607189244976,23.809140848097172,101.0,50.4950495049505,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,10135,0.25,0.2,0.7032842582106456,0.8478162309203566,5297.0,99.358127241835,1.7471205835217885,limits_Pred,751.7743084580119,1029.7399969036774,-24.8225691541988,385.0,47.79220779220778,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,11850,0.25,0.2,0.7582106455266138,0.8614175608281699,5297.0,92.3541627336228,10.023460449983537,limits_Pred,1047.500057699473,1091.2147882320826,4.750005769947302,361.0,48.75346260387812,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,4202,0.25,0.2,0.7933182332955833,0.8748677648481185,5297.0,98.99943364168398,16.515433565180818,limits_Pred,1035.9730812138448,1246.1563387973033,3.5973081213844806,75.0,48.0,0.0001,1000
XGBoost_4,4H,-0.0029,0.0029,6,True,True,6594,0.25,0.2,0.7051717629294073,0.8733565059694726,5297.0,91.20256749103265,2.691226763281745,limits_Pred,1595.401531920005,1766.8949996882734,59.5401531920005,152.0,53.289473684210535,0.0001,1000
