Gmt time,Open,High,Low,Close,Volume
01.01.2004 00:00:00.000,1.25950,1.25965,1.25826,1.25869,19408.8998
01.01.2004 04:00:00.000,1.25908,1.25960,1.24698,1.25910,41634.600099999996
01.01.2004 08:00:00.000,1.25900,1.25953,1.25723,1.25785,23757.6001
01.01.2004 12:00:00.000,1.25785,1.26052,1.25727,1.25911,25753.3003
01.01.2004 16:00:00.000,1.25905,1.25968,1.25371,1.25461,234854.4999
01.01.2004 20:00:00.000,1.25475,1.25923,1.25289,1.25733,116772.7988
02.01.2004 00:00:00.000,1.25717,1.25936,1.25214,1.25630,108415.10160000001
02.01.2004 04:00:00.000,1.25615,1.25765,1.25506,1.25733,105642.8008
02.01.2004 08:00:00.000,1.25753,1.26282,1.25741,1.26003,104212.2012
02.01.2004 12:00:00.000,1.25990,1.26165,1.25624,1.25846,106541.4004
02.01.2004 16:00:00.000,1.25848,1.26090,1.25810,1.25875,564433.7969
02.01.2004 20:00:00.000,1.25875,1.25951,1.25762,1.25832,77332.70120000001
04.01.2004 20:00:00.000,1.25832,1.26487,1.25795,1.26318,48203.3008
05.01.2004 00:00:00.000,1.26324,1.26687,1.26301,1.26605,105403.6016
05.01.2004 04:00:00.000,1.26591,1.26935,1.26511,1.26847,105440.8008
05.01.2004 08:00:00.000,1.26805,1.26889,1.26325,1.26807,107640.5
05.01.2004 12:00:00.000,1.26815,1.26838,1.26415,1.26717,107114.6992
05.01.2004 16:00:00.000,1.26708,1.26874,1.26594,1.26696,564090.5001
05.01.2004 20:00:00.000,1.26716,1.26895,1.26511,1.26830,129998.89839999999
06.01.2004 00:00:00.000,1.26836,1.26893,1.26666,1.26779,107362
06.01.2004 04:00:00.000,1.26783,1.27230,1.26716,1.27094,102402.1992
06.01.2004 08:00:00.000,1.27082,1.27607,1.27068,1.27410,107254.2988
06.01.2004 12:00:00.000,1.27415,1.28093,1.27391,1.27456,107269.6992
06.01.2004 16:00:00.000,1.27459,1.27782,1.27451,1.27623,572591.7032
06.01.2004 20:00:00.000,1.27605,1.27633,1.27108,1.27150,128562.39839999999
07.01.2004 00:00:00.000,1.27161,1.27354,1.26875,1.27134,108264.0996
07.01.2004 04:00:00.000,1.27150,1.27417,1.27020,1.27045,102868.2988
07.01.2004 08:00:00.000,1.27058,1.27164,1.26487,1.26604,102947
07.01.2004 12:00:00.000,1.26600,1.27010,1.26593,1.26934,103841.8008
07.01.2004 16:00:00.000,1.26896,1.26938,1.26328,1.26454,563591.6016
07.01.2004 20:00:00.000,1.26463,1.26558,1.26180,1.26377,129829.89839999999
08.01.2004 00:00:00.000,1.26369,1.26393,1.25803,1.25956,104581.1016
08.01.2004 04:00:00.000,1.25957,1.26131,1.25786,1.25935,102123.3984
08.01.2004 08:00:00.000,1.25946,1.26129,1.25590,1.25842,103699
08.01.2004 12:00:00.000,1.25838,1.27452,1.25831,1.27219,108363.1992
08.01.2004 16:00:00.000,1.27224,1.27796,1.27148,1.27594,564227.2969
08.01.2004 20:00:00.000,1.27605,1.27854,1.27548,1.27696,132938.90039999998
09.01.2004 00:00:00.000,1.27698,1.27715,1.27542,1.27598,104284.1992
09.01.2004 04:00:00.000,1.27603,1.27639,1.27114,1.27209,103967.1992
09.01.2004 08:00:00.000,1.27189,1.27646,1.27034,1.27459,102815.2988
09.01.2004 12:00:00.000,1.27460,1.28481,1.27273,1.28430,108091.1992
09.01.2004 16:00:00.000,1.28459,1.28676,1.28220,1.28392,567674.7969
09.01.2004 20:00:00.000,1.28408,1.28503,1.28138,1.28149,79864.8008
11.01.2004 20:00:00.000,1.28538,1.28572,1.28371,1.28477,49444.6992
12.01.2004 00:00:00.000,1.28498,1.28502,1.28258,1.28384,104223.5
12.01.2004 04:00:00.000,1.28405,1.28690,1.28319,1.28602,99683.1992
12.01.2004 08:00:00.000,1.28614,1.28971,1.28454,1.28560,105473
12.01.2004 12:00:00.000,1.28558,1.28779,1.27671,1.28020,105604.3008
12.01.2004 16:00:00.000,1.28010,1.28127,1.27445,1.27500,562347.3984
12.01.2004 20:00:00.000,1.27504,1.27575,1.27327,1.27390,133389.1016
13.01.2004 00:00:00.000,1.27368,1.27628,1.27137,1.27573,109784.6016
13.01.2004 04:00:00.000,1.27581,1.27690,1.27351,1.27436,102956.4004
13.01.2004 08:00:00.000,1.27435,1.27957,1.27195,1.27277,102105.6992
13.01.2004 12:00:00.000,1.27276,1.27894,1.27239,1.27844,105250.498
13.01.2004 16:00:00.000,1.27830,1.27891,1.27119,1.27464,563417.4062999999
13.01.2004 20:00:00.000,1.27468,1.27878,1.27427,1.27836,130959.2988
14.01.2004 00:00:00.000,1.27850,1.27870,1.27282,1.27331,107747.998
14.01.2004 04:00:00.000,1.27346,1.27455,1.27145,1.27180,105523.5
14.01.2004 08:00:00.000,1.27114,1.27148,1.26503,1.26776,103401.9004
14.01.2004 12:00:00.000,1.26775,1.26985,1.26296,1.26828,106294.59760000001
14.01.2004 16:00:00.000,1.26830,1.27318,1.26616,1.26655,568742.6094
14.01.2004 20:00:00.000,1.26657,1.26678,1.26352,1.26514,131094
15.01.2004 00:00:00.000,1.26517,1.26652,1.26355,1.26539,108223.2988
15.01.2004 04:00:00.000,1.26520,1.26707,1.26409,1.26553,105930.4004
15.01.2004 08:00:00.000,1.26548,1.26685,1.26087,1.26239,107895.0996
15.01.2004 12:00:00.000,1.26270,1.26476,1.25864,1.26040,108290.5996
15.01.2004 16:00:00.000,1.26008,1.26260,1.25668,1.25770,565694.6953
15.01.2004 20:00:00.000,1.25783,1.26035,1.25614,1.25947,133315.1992
16.01.2004 00:00:00.000,1.25963,1.26091,1.25812,1.25912,106822
16.01.2004 04:00:00.000,1.25929,1.25958,1.25215,1.25402,106215.5996
16.01.2004 08:00:00.000,1.25409,1.25439,1.24804,1.24935,105712.2988
16.01.2004 12:00:00.000,1.24952,1.25118,1.23718,1.23918,107588.3008
16.01.2004 16:00:00.000,1.23940,1.24194,1.23504,1.23714,564965.6954000001
16.01.2004 20:00:00.000,1.23726,1.23962,1.23657,1.23962,80025.3984
18.01.2004 20:00:00.000,1.23676,1.24018,1.23647,1.23832,53390
19.01.2004 00:00:00.000,1.23833,1.23898,1.23611,1.23735,108877.1992
19.01.2004 04:00:00.000,1.23718,1.24230,1.23671,1.23908,107331.002
19.01.2004 08:00:00.000,1.23899,1.23919,1.23337,1.23508,107241.5
19.01.2004 12:00:00.000,1.23528,1.24115,1.23483,1.23742,105673.2012
19.01.2004 16:00:00.000,1.23744,1.23864,1.23421,1.23500,569450.2032
