Gmt time,Open,High,Low,Close,Volume
16.06.2017 00:00:00.000,1.11489,1.12018,1.11386,1.11969,180758.9844
18.06.2017 00:00:00.000,1.12107,1.12122,1.11965,1.12041,10329.25
19.06.2017 00:00:00.000,1.12042,1.12130,1.11410,1.11447,198174.9688
20.06.2017 00:00:00.000,1.11448,1.11652,1.11191,1.11366,201108.9531
21.06.2017 00:00:00.000,1.11366,1.11696,1.11275,1.11671,207709.8281
22.06.2017 00:00:00.000,1.11670,1.11781,1.11396,1.11499,191774.3906
23.06.2017 00:00:00.000,1.11500,1.12092,1.11453,1.11954,169650.8438
25.06.2017 00:00:00.000,1.12026,1.12033,1.11915,1.12000,7057.5298
26.06.2017 00:00:00.000,1.12001,1.12201,1.11719,1.11832,190483.8281
27.06.2017 00:00:00.000,1.11831,1.13496,1.11803,1.13371,252246.3281
28.06.2017 00:00:00.000,1.13371,1.13907,1.12919,1.13786,258780.8125
29.06.2017 00:00:00.000,1.13785,1.14457,1.13769,1.14398,267160.0938
30.06.2017 00:00:00.000,1.14394,1.14447,1.13924,1.14272,233784.8906
02.07.2017 00:00:00.000,1.14213,1.14276,1.14176,1.14236,10639.5596
03.07.2017 00:00:00.000,1.14239,1.14252,1.13552,1.13727,192604.5156
04.07.2017 00:00:00.000,1.13725,1.13772,1.13364,1.13597,171503.125
05.07.2017 00:00:00.000,1.13597,1.13688,1.13127,1.13465,217982.5313
06.07.2017 00:00:00.000,1.13467,1.14257,1.13301,1.14216,205759.8281
07.07.2017 00:00:00.000,1.14213,1.14400,1.13799,1.14031,194747.9063
09.07.2017 00:00:00.000,1.14015,1.14041,1.13938,1.14036,8420.6396
10.07.2017 00:00:00.000,1.14036,1.14182,1.13819,1.13965,164883.4688
11.07.2017 00:00:00.000,1.13966,1.14799,1.13830,1.14743,198719.1406
12.07.2017 00:00:00.000,1.14572,1.14593,1.14519,1.14537,3462
13.07.2017 00:00:00.000,1.14189,1.14562,1.13708,1.14047,221124.2969
14.07.2017 00:00:00.000,1.14046,1.14722,1.13917,1.14697,207671.8438
16.07.2017 00:00:00.000,1.14743,1.14753,1.14671,1.14743,16984.5
17.07.2017 00:00:00.000,1.14740,1.14872,1.14351,1.14733,194263.0625
18.07.2017 00:00:00.000,1.14734,1.15832,1.14717,1.15480,260876.8594
19.07.2017 00:00:00.000,1.15481,1.15535,1.15102,1.15289,222741.5938
20.07.2017 00:00:00.000,1.15289,1.16585,1.14795,1.16287,284462.875
21.07.2017 00:00:00.000,1.16287,1.16831,1.16194,1.16639,229153.9531
23.07.2017 00:00:00.000,1.16701,1.16820,1.16661,1.16815,11563.2803
24.07.2017 00:00:00.000,1.16813,1.16845,1.16264,1.16388,217199.2656
25.07.2017 00:00:00.000,1.16389,1.17123,1.16310,1.16446,226430.1719
26.07.2017 00:00:00.000,1.16447,1.17482,1.16127,1.17317,321682.6563
27.07.2017 00:00:00.000,1.17318,1.17771,1.16503,1.16901,277493.625
28.07.2017 00:00:00.000,1.16901,1.17642,1.16715,1.17519,244009.6563
30.07.2017 00:00:00.000,1.17508,1.17622,1.17457,1.17472,18869.4004
31.07.2017 00:00:00.000,1.17472,1.18460,1.17234,1.18210,239354.7656
01.08.2017 00:00:00.000,1.18209,1.18391,1.17854,1.18111,246206.5938
02.08.2017 00:00:00.000,1.18114,1.19106,1.17940,1.18517,242157.2188
03.08.2017 00:00:00.000,1.18516,1.18933,1.18308,1.18826,221837.1875
04.08.2017 00:00:00.000,1.18827,1.18893,1.17286,1.17736,223164.9844
06.08.2017 00:00:00.000,1.17755,1.17933,1.17724,1.17773,14465.7598
07.08.2017 00:00:00.000,1.17774,1.18142,1.17769,1.18000,182065.1563
08.08.2017 00:00:00.000,1.17997,1.18242,1.17155,1.17545,210701.2969
09.08.2017 00:00:00.000,1.17544,1.17706,1.16893,1.17635,251635.125
10.08.2017 00:00:00.000,1.17633,1.17858,1.17043,1.17704,233034.9375
11.08.2017 00:00:00.000,1.17704,1.18477,1.17488,1.18224,214929.5
13.08.2017 00:00:00.000,1.18265,1.18299,1.18190,1.18253,8773.3496
