Gmt time,Open,High,Low,Close,Volume,Open_Bid,High_Bid,Low_Bid,Close_Bid,Volume_Bid,Spread,day_name,weekday,Pct_Range_Close,Pct_Range_Close_diff,MA_Close_5,MA_Close_25,MA_Close_50,MA_Close_200
2004-01-20,1.23506,1.25997,1.2342600000000001,1.2582200000000001,1129797.25,1.2349,1.25977,1.23411,1.2581200000000001,1348920.75,9.999999999998899e-05,Tuesday,1,0.01877687181687926,0.021433697193195766,1.2461320000000002,0.0,0.0,0.0
2004-01-21,1.2580799999999999,1.2671,1.25504,1.26539,1128241.25,1.2579200000000001,1.26695,1.25488,1.26529,1352647.625,9.999999999998899e-05,Wednesday,2,0.0056985264898030685,-0.01307834532707619,1.247316,0.0,0.0,0.0
2004-01-22,1.26557,1.27485,1.26366,1.27194,1131004.75,1.2654100000000001,1.27475,1.26349,1.2718399999999999,1350262.75,0.00010000000000021103,Thursday,3,0.0051762697666333235,-0.000522256723169745,1.2537800000000001,0.0,0.0,0.0
2004-01-23,1.27211,1.27742,1.25631,1.25797,1077997.625,1.27195,1.27732,1.25621,1.25781,1287883.375,0.00015999999999993797,Friday,4,-0.010983222479047816,-0.01615949224568114,1.25771,0.0,0.0,0.0
2004-01-25,1.25809,1.25875,1.2562200000000001,1.2568,72543.0,1.25739,1.25857,1.25606,1.2567,84790.5,9.999999999998899e-05,Sunday,6,-0.0009300698744804103,0.010053152604567406,1.262064,0.0,0.0,0.0
2004-01-26,1.2567700000000002,1.2610700000000001,1.2456200000000002,1.24834,1124182.125,1.25661,1.26095,1.24542,1.24824,1361808.375,9.999999999998899e-05,Monday,0,-0.006731381285805194,-0.005801311411324783,1.260088,0.0,0.0,0.0
2004-01-27,1.2485,1.2661799999999999,1.24403,1.26328,1086254.875,1.24834,1.2660799999999999,1.24391,1.26318,1316358.25,9.999999999998899e-05,Tuesday,1,0.01196789336238524,0.018699274648190434,1.259666,0.0,0.0,0.0
2004-01-28,1.2635299999999998,1.26425,1.2413,1.24355,1135120.75,1.26337,1.26415,1.2411299999999998,1.24345,1344328.5,9.999999999998899e-05,Wednesday,2,-0.015618073586220027,-0.027585966948605267,1.253988,0.0,0.0,0.0
2004-01-29,1.24365,1.25265,1.23617,1.2406,1107884.625,1.24349,1.25252,1.23607,1.2405,1334867.75,9.999999999998899e-05,Thursday,3,-0.002372240762333666,0.013245832823886361,1.250514,1.260862,0.0,0.0
2004-01-30,1.24053,1.24911,1.23506,1.24747,1076576.375,1.24037,1.2489700000000001,1.23491,1.2473100000000001,1294345.125,0.00015999999999993797,Friday,4,0.005537643075931076,0.007909883838264742,1.2486479999999998,1.2604676,0.0,0.0
2004-02-01,1.2475100000000001,1.24858,1.24662,1.2473100000000001,68361.1016,1.2474100000000001,1.24848,1.2464600000000001,1.24721,84245.3984,0.00010000000000021103,Sunday,6,-0.00012825959742512882,-0.005665902673356205,1.2484419999999998,1.2600272,0.0,0.0
2004-02-02,1.2472,1.248,1.2389700000000001,1.2428,1134724.5,1.24704,1.2479200000000001,1.23882,1.2427,1347688.5,9.999999999998899e-05,Monday,0,-0.003615781161058762,-0.003487521563633633,1.2443459999999997,1.259212,0.0,0.0
2004-02-03,1.24288,1.25973,1.24139,1.25427,1130816.375,1.24272,1.25967,1.24124,1.25417,1353304.0,9.999999999998899e-05,Tuesday,1,0.009229159961377631,0.012844941122436393,1.2464899999999999,1.2586507999999998,0.0,0.0
2004-02-04,1.2540799999999999,1.25609,1.24929,1.2536399999999999,1132415.375,1.2539200000000001,1.25593,1.24919,1.2535399999999999,1355069.75,9.999999999998899e-05,Wednesday,2,-0.0005022841971825676,-0.009731444158560199,1.2490979999999998,1.2579364,0.0,0.0
2004-02-05,1.2534100000000001,1.2636399999999999,1.25177,1.25653,1120426.125,1.25325,1.26348,1.25157,1.25643,1354204.625,9.999999999998899e-05,Thursday,3,0.0023052870042437057,0.0028075712014262733,1.2509099999999997,1.2576468,0.0,0.0
2004-02-06,1.2567,1.27243,1.25118,1.27026,1072612.0,1.25654,1.27226,1.251,1.27,1287807.125,0.00025999999999992696,Friday,4,0.010926917781509449,0.008621630777265743,1.2554999999999996,1.2573788000000001,0.0,0.0
2004-02-08,1.26288,1.26485,1.2598,1.26439,79036.5,1.2621799999999999,1.2646600000000001,1.25963,1.26429,98487.8984,9.999999999998899e-05,Sunday,6,-0.004621101191881971,-0.01554801897339142,1.2598179999999997,1.2566948,0.0,0.0
2004-02-09,1.2646600000000001,1.27599,1.2645600000000001,1.26882,1139614.0,1.2645,1.27589,1.26441,1.26872,1365285.75,9.999999999998899e-05,Monday,0,0.0035036657993183784,0.00812476699120035,1.2627279999999996,1.2560568,0.0,0.0
2004-02-10,1.26891,1.27863,1.26664,1.26799,1123454.375,1.26875,1.2784799999999998,1.26649,1.26789,1369272.5,9.999999999998899e-05,Tuesday,1,-0.0006541511010230705,-0.004157816900341449,1.2655979999999996,1.2558204,0.0,0.0
2004-02-11,1.26799,1.28444,1.26496,1.2826,1127306.75,1.26783,1.2843,1.26482,1.2825,1363432.75,9.999999999998899e-05,Wednesday,2,0.011522172887798776,0.012176323988821847,1.2708119999999998,1.25599,0.0,0.0
2004-02-12,1.28243,1.28445,1.2788700000000002,1.28158,1136766.875,1.28227,1.2843200000000001,1.27873,1.28148,1359120.25,9.999999999998899e-05,Thursday,3,-0.0007952596288788305,-0.012317432516677607,1.2730759999999997,1.2566476,0.0,0.0
2004-02-13,1.28128,1.28918,1.27145,1.27315,1082109.25,1.28112,1.28898,1.27135,1.27305,1299378.125,9.999999999998899e-05,Friday,4,-0.006577818005898961,-0.0057825583770201305,1.2748279999999999,1.2571947999999997,0.0,0.0
2004-02-15,1.2748700000000002,1.2756,1.27225,1.27262,76616.2031,1.27417,1.2755,1.2721,1.27252,92360.0,9.999999999998899e-05,Sunday,6,-0.00041629030357770436,0.006161527702321257,1.2755879999999997,1.2585148,0.0,0.0
2004-02-16,1.27283,1.2789,1.2715,1.27599,1118184.75,1.27267,1.2787,1.27139,1.27589,1347337.375,9.999999999998899e-05,Monday,0,0.002648080338199854,0.0030643706417775585,1.2771879999999998,1.2600215999999997,0.0,0.0
2004-02-17,1.2761,1.28766,1.27549,1.28568,1131003.0,1.27594,1.28751,1.2753299999999999,1.28558,1369595.75,9.999999999998899e-05,Tuesday,1,0.007594103402064345,0.004946023063864491,1.2778039999999997,1.2620475999999998,0.0,0.0
2004-02-18,1.28564,1.29253,1.26587,1.2725600000000001,1121641.875,1.28548,1.29247,1.2656100000000001,1.2724600000000001,1356747.125,9.999999999998899e-05,Wednesday,2,-0.010204716570219485,-0.01779881997228383,1.2759999999999998,1.2626211999999999,0.0,0.0
2004-02-19,1.2725899999999999,1.2765799999999998,1.2652700000000001,1.27502,1125570.125,1.27243,1.27643,1.26516,1.27492,1346864.375,9.999999999998899e-05,Thursday,3,0.0019331112089016056,0.012137827779121091,1.2763739999999997,1.2630063999999996,0.0,0.0
2004-02-20,1.27541,1.27593,1.24942,1.25345,1083873.25,1.27525,1.27579,1.24928,1.25319,1294776.125,0.00025999999999992696,Friday,4,-0.016917381688130506,-0.01885049289703211,1.2725399999999998,1.2622667999999997,0.0,0.0
2004-02-22,1.2533100000000001,1.2536100000000001,1.24987,1.25073,76318.2031,1.25261,1.25314,1.24969,1.25063,95043.3984,9.999999999998899e-05,Sunday,6,-0.0021700107702741223,0.014747370917856384,1.2674879999999997,1.2619771999999996,0.0,0.0
2004-02-23,1.25042,1.25942,1.24509,1.25661,1128711.875,1.25026,1.25932,1.24494,1.25651,1363891.5,9.999999999998899e-05,Monday,0,0.004701254467391225,0.006871265237665347,1.2616739999999997,1.2619695999999996,0.0,0.0
2004-02-24,1.25679,1.2712,1.25213,1.2672299999999999,1125102.75,1.25663,1.27115,1.25203,1.2671299999999999,1346989.0,9.999999999998899e-05,Tuesday,1,0.00845130947549344,0.0037500550081022155,1.2606079999999995,1.2627251999999995,0.0,0.0
2004-02-25,1.26726,1.2705,1.24726,1.24965,1117107.75,1.2671,1.27039,1.24716,1.24955,1365991.25,9.999999999998899e-05,Wednesday,2,-0.013872777633105238,-0.022324087108598678,1.2555339999999995,1.2621799999999996,0.0,0.0
2004-02-26,1.24955,1.2514399999999999,1.23841,1.24419,1123903.375,1.24939,1.25129,1.2382600000000001,1.24409,1340622.375,9.999999999998899e-05,Thursday,3,-0.004369223382547083,0.009503554250558155,1.2536819999999993,1.2622055999999997,0.0,0.0
2004-02-27,1.24409,1.25063,1.23732,1.2491299999999999,1073262.625,1.24393,1.2504899999999999,1.23718,1.2488700000000001,1286226.25,0.0002599999999997049,Friday,4,0.003970454673321466,0.008339678055868549,1.2533619999999994,1.2625467999999997,1.2617044,0.0
2004-02-29,1.2489299999999999,1.25325,1.24738,1.2530700000000001,75188.2969,1.24823,1.25315,1.24726,1.2529700000000001,93395.2031,9.999999999998899e-05,Sunday,6,0.0031541953199429873,-0.000816259353378479,1.2526539999999993,1.2627707999999997,1.2616191999999997,0.0
2004-03-01,1.25316,1.25413,1.2422799999999998,1.24441,1122404.125,1.253,1.2539799999999999,1.24215,1.24431,1350250.75,9.999999999998899e-05,Monday,0,-0.006911026518869767,-0.010065221838812755,1.2480899999999995,1.2626548,1.2613409999999996,0.0
2004-03-02,1.24448,1.24494,1.2194399999999999,1.21986,1122737.25,1.24432,1.24489,1.21938,1.21976,1360707.5,9.999999999998899e-05,Tuesday,1,-0.019728224620502943,-0.012817198101633176,1.2421319999999993,1.2617371999999998,1.2604745999999996,0.0
2004-03-03,1.21986,1.2217,1.20556,1.21884,1129676.75,1.2197,1.2215799999999999,1.20546,1.21874,1345327.25,9.999999999998899e-05,Wednesday,2,-0.0008361615267326039,0.01889206309377034,1.2370619999999994,1.2603199999999999,1.2594853999999995,0.0
2004-03-04,1.2189299999999998,1.22393,1.2135,1.21994,1131900.5,1.2187700000000001,1.2238,1.2133399999999999,1.21984,1348739.0,9.999999999998899e-05,Thursday,3,0.0009024974565980948,0.0017386589833306987,1.2312239999999997,1.2589719999999998,1.2584541999999994,0.0
2004-03-05,1.21994,1.24285,1.2175,1.2365700000000002,1072438.625,1.2197799999999999,1.24275,1.2173100000000001,1.23642,1284502.75,0.0001500000000000945,Friday,4,0.013631817958260406,0.012729320501662311,1.2279239999999996,1.2581735999999997,1.2579101999999993,0.0
2004-03-07,1.23851,1.2390299999999999,1.2356200000000002,1.23619,79177.0,1.23781,1.23888,1.2355200000000002,1.23609,92354.8984,9.999999999998899e-05,Sunday,6,-0.0003073016489161251,-0.013939119607176531,1.2262799999999996,1.2568107999999996,1.2570947999999993,0.0
2004-03-08,1.2362,1.2425,1.23369,1.2419200000000001,1122817.375,1.23604,1.2423,1.23359,1.2418200000000001,1360754.0,9.999999999998899e-05,Monday,0,0.004635209797846818,0.004942511446762943,1.2306919999999997,1.2559119999999995,1.2563033999999993,0.0
2004-03-09,1.2419799999999999,1.2458799999999999,1.22729,1.23148,1123340.125,1.2418200000000001,1.24573,1.22716,1.23138,1357455.875,9.999999999998899e-05,Tuesday,1,-0.008406338572533034,-0.013041548370379852,1.2332199999999998,1.2544183999999994,1.2552375999999992,0.0
2004-03-10,1.23161,1.23296,1.2196200000000001,1.22281,1120448.625,1.23145,1.23282,1.21946,1.22271,1355033.0,9.999999999998899e-05,Wednesday,2,-0.007040309221424623,0.001366029351108411,1.2337939999999996,1.2526111999999994,1.2542157999999992,0.0
2004-03-11,1.22272,1.23841,1.21627,1.23458,1130178.75,1.22256,1.23831,1.2162,1.23448,1356225.75,9.999999999998899e-05,Thursday,3,0.009625371071548372,0.016665680292972995,1.2333959999999995,1.2506903999999992,1.2533401999999993,0.0
2004-03-12,1.23441,1.2353399999999999,1.2172,1.22171,1074405.125,1.23425,1.23519,1.21707,1.22145,1285258.25,0.000260000000000149,Friday,4,-0.010424597838941119,-0.02004996891048949,1.2304999999999997,1.2482955999999994,1.2524715999999991,0.0
2004-03-14,1.22347,1.22375,1.2181899999999999,1.22109,80389.6016,1.2227700000000001,1.22336,1.21802,1.22099,94951.2969,9.999999999998899e-05,Sunday,6,-0.0005074854097945058,0.009917112429146613,1.2263339999999996,1.246213199999999,1.2517039999999993,0.0
2004-03-15,1.22104,1.2316799999999999,1.2204,1.22655,1111271.75,1.22088,1.2315399999999999,1.22013,1.22645,1357185.75,9.999999999998899e-05,Monday,0,0.004471414883423952,0.004978900293218458,1.2253479999999997,1.2443703999999993,1.2514425999999992,0.0
2004-03-16,1.22661,1.23705,1.22309,1.22555,1120237.0,1.22645,1.23695,1.22295,1.22545,1359962.25,9.999999999998899e-05,Tuesday,1,-0.0008152949329420789,-0.005286709816366031,1.2258959999999997,1.2423527999999993,1.251187199999999,0.0
2004-03-17,1.22558,1.22882,1.2174200000000002,1.22225,1132023.875,1.2254200000000002,1.2287,1.2173,1.22215,1341499.875,9.999999999998899e-05,Wednesday,2,-0.0026926685977722853,-0.0018773736648302064,1.2234299999999996,1.2398155999999994,1.250931599999999,0.0
2004-03-18,1.2222600000000001,1.24335,1.222,1.23829,1130156.25,1.2221,1.24315,1.22184,1.23819,1352578.0,9.999999999998899e-05,Thursday,3,0.013123338105951898,0.015816006703724184,1.2267459999999997,1.2384447999999995,1.250532999999999,0.0
2004-03-19,1.23841,1.2407299999999999,1.2255,1.22855,1070670.5,1.23825,1.24058,1.2254,1.2282899999999999,1286930.875,0.000260000000000149,Friday,4,-0.00786568574405011,-0.02098902385000201,1.2282379999999997,1.2365859999999993,1.249796199999999,0.0
2004-03-21,1.22797,1.22878,1.22669,1.2274,76161.2031,1.22727,1.22865,1.2265700000000002,1.2273,89458.0,9.999999999998899e-05,Sunday,6,-0.0009360628383052738,0.006929622905744837,1.2284079999999995,1.2355439999999993,1.248905399999999,0.0
2004-03-22,1.22749,1.2399799999999999,1.2220600000000001,1.23395,1118486.375,1.22733,1.23983,1.22189,1.23385,1362258.0,0.00010000000000021103,Monday,0,0.005336483623920474,0.006272546462225748,1.2300879999999996,1.2348727999999993,1.248424999999999,0.0
2004-03-23,1.2341600000000001,1.2369299999999999,1.22643,1.23389,1121047.125,1.234,1.23678,1.22628,1.23379,1361544.0,9.999999999998899e-05,Tuesday,1,-4.8624336480562746e-05,-0.0053851079604010366,1.2324159999999995,1.2339639999999994,1.247966799999999,0.0
2004-03-24,1.23386,1.23668,1.21034,1.2134,1130587.75,1.2337,1.23653,1.2102700000000002,1.2133,1362608.75,9.999999999998899e-05,Wednesday,2,-0.016606018364684005,-0.016557394028203443,1.2274379999999996,1.2318107999999994,1.2472679999999992,0.0
2004-03-25,1.2135,1.21997,1.20975,1.2133399999999999,1133690.125,1.2133399999999999,1.21987,1.2096200000000001,1.2132399999999999,1365256.625,9.999999999998899e-05,Thursday,3,-4.944783253679752e-05,0.016556570532147208,1.2243959999999994,1.2303583999999994,1.246269199999999,0.0
2004-03-26,1.2134,1.2209299999999998,1.20743,1.21292,1079692.25,1.2132399999999999,1.2208299999999999,1.20733,1.21272,1301405.0,0.00019999999999997797,Friday,4,-0.0003461519442199412,-0.0002967041116831437,1.2214999999999994,1.2291075999999994,1.2456565999999991,0.0
2004-03-28,1.21212,1.21413,1.21043,1.21156,79861.2969,1.2114200000000002,1.21403,1.21033,1.21146,95989.7031,9.999999999998899e-05,Sunday,6,-0.0011212610889423935,-0.0007751091447224523,1.2170219999999994,1.2276047999999993,1.245075799999999,0.0
2004-03-29,1.21157,1.21682,1.2057799999999999,1.2156799999999999,1120598.5,1.21141,1.21668,1.20559,1.2155799999999999,1350203.25,9.999999999998899e-05,Monday,0,0.003400574465977746,0.0045218355549201394,1.2133799999999995,1.2261091999999991,1.244439999999999,0.0
2004-03-30,1.21559,1.2227299999999999,1.21549,1.21784,1080357.875,1.21543,1.2226299999999999,1.2153399999999999,1.21774,1307247.75,9.999999999998899e-05,Tuesday,1,0.0017767833640434105,-0.0016237911019343354,1.2142679999999992,1.2250463999999992,1.2438505999999991,0.0
2004-03-31,1.21786,1.2322799999999998,1.21692,1.2302600000000001,1126970.25,1.2177,1.23203,1.21682,1.2301600000000001,1357457.75,9.999999999998899e-05,Wednesday,2,0.010198384024173945,0.008421600660130535,1.2176519999999995,1.2254623999999992,1.243599799999999,0.0
2004-04-01,1.2301,1.23874,1.2255,1.23536,1129123.75,1.22994,1.23862,1.22532,1.23526,1365750.125,9.999999999998899e-05,Thursday,3,0.00414546518622072,-0.006052918837953225,1.2221399999999996,1.2261231999999993,1.2432215999999991,0.0
2004-04-02,1.23543,1.2369299999999999,1.2098200000000001,1.21331,1081746.25,1.23527,1.2367700000000001,1.2097799999999999,1.21305,1291025.25,0.000260000000000149,Friday,4,-0.01784904805077059,-0.02199451323699131,1.2224899999999994,1.2258579999999992,1.2424149999999992,0.0
2004-04-04,1.21146,1.21197,1.20954,1.21031,79980.7031,1.21076,1.21187,1.20936,1.21021,96248.1016,9.999999999998899e-05,Sunday,6,-0.00247257502204723,0.015376473028723359,1.2214159999999994,1.2248075999999992,1.2414905999999992,0.0
2004-04-05,1.2100600000000001,1.2127299999999999,1.19818,1.20084,1136697.125,1.2099,1.2126299999999999,1.19808,1.20074,1375911.25,9.999999999998899e-05,Monday,0,-0.007824441671968385,-0.005351866649921155,1.2180159999999995,1.2233935999999992,1.2401021999999993,0.0
2004-04-06,1.20102,1.21434,1.19812,1.21207,1134181.625,1.20086,1.2141899999999999,1.19802,1.21197,1359877.375,9.999999999998899e-05,Tuesday,1,0.009351787082375829,0.017176228754344214,1.2143779999999995,1.222199599999999,1.2390557999999992,0.0
2004-04-07,1.21205,1.21976,1.20489,1.21666,1131734.375,1.21189,1.21966,1.20472,1.21656,1363471.25,9.999999999998899e-05,Wednesday,2,0.0037869099969474185,-0.00556487708542841,1.2106379999999994,1.221606799999999,1.2380125999999991,0.0
2004-04-08,1.21666,1.22186,1.20584,1.2074799999999999,1130642.375,1.2165,1.22166,1.20574,1.20738,1355090.375,9.999999999998899e-05,Thursday,3,-0.007545246823270402,-0.01133215682021782,1.2094719999999994,1.2209935999999992,1.236802399999999,0.0
2004-04-09,1.20747,1.2111399999999999,1.2062,1.20885,1001092.8125,1.20731,1.21104,1.20607,1.20869,1190653.125,0.00015999999999993797,Friday,4,0.001134594361811514,0.008679841185081916,1.2091799999999995,1.2199643999999992,1.235327399999999,0.0
2004-04-11,1.20927,1.20953,1.2068,1.2069299999999998,63919.6992,1.2085700000000001,1.2092200000000002,1.2066700000000001,1.2068299999999998,81998.7969,9.999999999998899e-05,Sunday,6,-0.001588286387889437,-0.002722880749700951,1.2103979999999996,1.219373199999999,1.233834399999999,0.0
2004-04-12,1.2074200000000002,1.20966,1.20505,1.20741,1130576.5,1.20726,1.20956,1.2049,1.20731,1337788.5,9.999999999998899e-05,Monday,0,0.00039770326365262676,0.001985989651542064,1.2094659999999997,1.218825999999999,1.2325195999999992,0.0
2004-04-13,1.20746,1.2081899999999999,1.19031,1.1925,1117979.75,1.2073,1.2080799999999998,1.19021,1.1924,1331098.25,9.999999999998899e-05,Tuesday,1,-0.012348746490421836,-0.012746449754074463,1.2046339999999998,1.217463999999999,1.230917199999999,0.0
2004-04-14,1.19264,1.19745,1.1869100000000001,1.19393,1143491.125,1.19248,1.19739,1.18678,1.19383,1376461.375,9.999999999998899e-05,Wednesday,2,0.0011991614255766336,0.01354790791599847,1.2019239999999995,1.2161991999999993,1.2292759999999991,0.0
2004-04-15,1.19423,1.19936,1.18925,1.19737,1143002.25,1.19407,1.1992,1.1891,1.19727,1374690.75,9.999999999998899e-05,Thursday,3,0.002881240943773955,0.0016820795181973214,1.1996279999999997,1.2152039999999993,1.227509799999999,0.0
2004-04-16,1.1974799999999999,1.20455,1.19225,1.19955,1077392.75,1.1973200000000002,1.20442,1.1921,1.19929,1300013.75,0.00025999999999992696,Friday,4,0.0018206569397929417,-0.0010605840039810133,1.1981519999999997,1.2136543999999991,1.2260495999999992,0.0
2004-04-18,1.20059,1.2027700000000001,1.20049,1.20133,76889.0,1.19989,1.20261,1.1998,1.20123,94743.2031,9.999999999998899e-05,Sunday,6,0.0014838897920055327,-0.000336767147787409,1.1969359999999996,1.2125655999999991,1.2245757999999993,0.0
2004-04-19,1.2014799999999999,1.20766,1.1996200000000001,1.20032,1136229.5,1.2013200000000002,1.20756,1.1995200000000001,1.20022,1352479.875,9.999999999998899e-05,Monday,0,-0.0008407348522054825,-0.0023246246442110152,1.1984999999999997,1.2114823999999993,1.223513199999999,0.0
2004-04-20,1.20065,1.20107,1.18208,1.1828100000000001,1135259.625,1.20049,1.20089,1.18198,1.18271,1362834.625,0.00010000000000021103,Tuesday,1,-0.014587776592908441,-0.013747041740702959,1.1962759999999997,1.2094367999999993,1.2221547999999993,0.0
2004-04-21,1.18288,1.19121,1.17774,1.17947,1139738.5,1.18272,1.1911100000000001,1.1775799999999998,1.17937,1359517.125,9.999999999998899e-05,Wednesday,2,-0.002823784039702182,0.01176399255320626,1.1926959999999998,1.2072599999999993,1.2206119999999994,0.0
2004-04-22,1.17957,1.19416,1.1793200000000001,1.1923700000000002,1127621.25,1.17941,1.19401,1.17913,1.1922700000000002,1366570.875,9.999999999998899e-05,Thursday,3,0.010937115823208776,0.013760899862910958,1.1912599999999998,1.2064187999999993,1.2191147999999992,0.0
2004-04-23,1.19239,1.19272,1.17954,1.1839600000000001,1062861.75,1.19223,1.19262,1.17935,1.1838,1275468.875,0.00016000000000016001,Friday,4,-0.007053179801571718,-0.017990295624780495,1.1877859999999998,1.2052435999999993,1.2178009999999992,0.0
2004-04-25,1.1824700000000001,1.1824700000000001,1.1781700000000002,1.17903,80711.2031,1.18177,1.1821,1.1779899999999999,1.17893,96851.0,9.999999999998899e-05,Sunday,6,-0.004163992026757768,0.0028891877748139505,1.1835279999999997,1.2038879999999994,1.216497799999999,0.0
2004-04-26,1.17924,1.1885,1.17583,1.18616,1133933.0,1.17908,1.1884,1.17573,1.1860600000000001,1354695.375,9.999999999998899e-05,Monday,0,0.0060473440031212355,0.010211336029879003,1.1841979999999999,1.2028719999999995,1.2152383999999992,0.0
2004-04-27,1.18618,1.1946700000000001,1.18316,1.19248,1129864.5,1.18602,1.19456,1.1830200000000002,1.19238,1354666.125,9.999999999998899e-05,Tuesday,1,0.005328117623254691,-0.0007192263798665444,1.1867999999999996,1.2019439999999995,1.214026599999999,0.0
2004-04-28,1.19228,1.19506,1.18216,1.18242,1127854.125,1.19212,1.19496,1.182,1.18232,1359561.75,9.999999999998899e-05,Wednesday,2,-0.008436200187843745,-0.013764317811098437,1.1848099999999995,1.2005271999999996,1.212786799999999,0.0
2004-04-29,1.1827299999999998,1.19849,1.18042,1.1954799999999999,1129101.875,1.1825700000000001,1.19841,1.1802700000000002,1.1953799999999999,1374761.5,9.999999999998899e-05,Thursday,3,0.011045144703235588,0.019481344891079333,1.1871139999999996,1.1991359999999995,1.212299199999999,0.0
2004-04-30,1.19563,1.20106,1.19195,1.1985299999999999,1077764.25,1.19547,1.20089,1.19185,1.1982700000000002,1287718.875,0.0002599999999997049,Friday,4,0.002551276474721531,-0.008493868228514057,1.1910139999999996,1.1976627999999994,1.211892999999999,0.0
2004-05-02,1.1984,1.2002,1.19794,1.1984700000000001,78026.7031,1.1977,1.2,1.19745,1.1983700000000002,96030.3984,9.999999999998899e-05,Sunday,6,-5.0061325123085254e-05,-0.0026013377998446163,1.1934759999999995,1.1970691999999994,1.211463599999999,0.0
2004-05-03,1.1986,1.19944,1.1919899999999999,1.19346,1122563.25,1.19844,1.19934,1.19189,1.19336,1358936.375,9.999999999998899e-05,Monday,0,-0.004180329920648984,-0.004130268595525899,1.1936719999999996,1.1963951999999995,1.210601399999999,0.0
